mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin
46	45	361/2	361/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	734											
46	45	723/4	723/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	735											
46	45	177	177	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	736											
46	45	357/2	357/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	737											
46	45	179	179	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	738											
46	45	361/2	361/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	739											
46	45	177	177	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	740											
46	45	357/2	357/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	741											
46	45	179	179	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	742											
46	45	361/2	361/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	743											
46	45	177	177	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	744											
46	45	357/2	357/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	745											
46	45	179	179	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	746											
46	45	361/2	361/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	747											
47	46	181	181	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	748											
47	46	725/4	725/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	749											
47	46	363/2	363/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	750											
47	46	727/4	727/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	751											
47	46	182	182	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	752											
47	46	729/4	729/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	753											
47	46	365/2	365/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	754											
47	46	731/4	731/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	755											
47	46	183	183	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	756											
47	46	733/4	733/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	757											
47	46	367/2	367/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	758											
47	46	735/4	735/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	759											
47	46	184	184	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	760											
47	46	737/4	737/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	761											
47	46	369/2	369/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	762											
47	46	739/4	739/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	763											
47	46	181	181	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	764											
47	46	363/2	363/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	765											
47	46	182	182	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	766											
47	46	365/2	365/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	767											
47	46	183	183	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	768											
47	46	367/2	367/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	769											
47	46	184	184	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	770											
47	46	369/2	369/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	771											
47	46	181	181	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	772											
47	46	363/2	363/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	773											
47	46	182	182	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	774											
47	46	365/2	365/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	775											
47	46	183	183	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	776											
47	46	367/2	367/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	777											
47	46	184	184	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	778											
47	46	369/2	369/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	779											
47	46	181	181	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	780											
47	46	363/2	363/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	781											
47	46	182	182	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	782											
47	46	365/2	365/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	783											
47	46	183	183	2.0		1/2	1/2	Chord	4/4	4	1	1/2		r8	1/2	1	784											
48	47	185	185	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	785											
48	47	185	185	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	786											
48	47	371/2	371/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						p										
48	47	371/2	371/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	787											
48	47	186	186	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	788											
48	47	373/2	373/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	789											
48	47	187	187	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	790											
48	47	185	185	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	791											
48	47	185	185	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	792											
49	48	190	190	0.0		1/4	1/4	Dynamic	4/4	1	1	0						pp										
49	48	190	190	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	793									56		
49	48	381/2	381/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	794									56		
49	48	191	191	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	795									56		
49	48	192	192	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	796											
49	48	189	189	2.0		0	0	Chord	4/4	2	1	1/2		r8	1/2	1	797											
49	48	191	191	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	798											
49	48	190	190	0.0		1/4	1/4	Dynamic	4/4	3	1	0						pp										
49	48	190	190	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	799									57		
49	48	381/2	381/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	800									57		
49	48	191	191	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	801									57		
49	48	192	192	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	802											
49	48	190	190	0.0		1/4	1/4	Dynamic	4/4	4	1	0						pp										
49	48	190	190	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	803									58		
49	48	381/2	381/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	804									58		
49	48	191	191	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	805									58		
49	48	192	192	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	806											
50	49	193	193	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	807									59		
50	49	195	195	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	808		articStaccatoAbove									
50	49	196	196	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	809									60		
50	49	393/2	393/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	810									60		
50	49	193	193	2.0		0	0	Chord	4/4	2	1	1/2		r8	1/2	1	811											
50	49	195	195	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	812											
50	49	193	193	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	813									61		
50	49	195	195	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	814		articStaccatoAbove									
50	49	196	196	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	815									62		
50	49	393/2	393/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	816									62		
50	49	193	193	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	817									63		
50	49	195	195	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	818		articStaccatoAbove									
50	49	196	196	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	819									64		
50	49	393/2	393/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	820									64		
51	50	197	197	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	821									60		
51	50	198	198	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	822											
51	50	199	199	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	823									65		
51	50	197	197	2.0		0	0	Chord	4/4	2	1	1/2		r8	1/2	1	824											
51	50	199	199	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	825											
51	50	197	197	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	826									62		
51	50	198	198	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	827											
51	50	199	199	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	828									66		
51	50	197	197	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	829									64		
51	50	198	198	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	830											
51	50	199	199	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	831									67		
52	51	201	201	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	832		articStaccatoAbove									
52	51	202	202	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	833									68		
52	51	405/2	405/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	834											
52	51	203	203	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	835									69		
52	51	407/2	407/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	836											
52	51	204	204	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	837									70		
52	51	409/2	409/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	838											
52	51	201	201	2.0		0	0	Chord	4/4	2	1	1/2		r8	1/2	1	839											
52	51	203	203	2.0		1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	840											
52	51	201	201	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	841		articStaccatoAbove									
52	51	202	202	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	842									71		
52	51	405/2	405/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	843											
52	51	203	203	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	844		articStaccatoAbove									
52	51	204	204	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	845									72		
52	51	409/2	409/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	846											
52	51	201	201	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	847		articStaccatoAbove									
52	51	202	202	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	848									73		
52	51	405/2	405/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	849											
52	51	203	203	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	850		articStaccatoAbove									
52	51	204	204	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	851									74		
52	51	409/2	409/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	852											
53	52	205	205	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	853									75		
53	52	411/2	411/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	854											
53	52	206	206	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	855									76		
53	52	413/2	413/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	856											
53	52	207	207	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	857									77		
53	52	415/2	415/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	858											
53	52	208	208	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	859									78		
53	52	417/2	417/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	860											
53	52	205	205	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	861											
53	52	411/2	411/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	862											
53	52	206	206	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	863											
53	52	413/2	413/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	864											
53	52	207	207	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	865											
53	52	415/2	415/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	866											
53	52	208	208	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	867											
53	52	417/2	417/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	868											
53	52	205	205	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	869											
53	52	206	206	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	870									79		
53	52	413/2	413/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	871											
53	52	207	207	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	872											
53	52	208	208	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	873											
53	52	205	205	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	874											
53	52	206	206	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	875									80		
53	52	413/2	413/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	876											
53	52	207	207	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	877											
53	52	208	208	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	878											
54	53	209	209	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	879									81		
54	53	419/2	419/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	880									81		
54	53	210	210	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	881									81		
54	53	421/2	421/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	882											
54	53	211	211	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	883											
54	53	212	212	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	884											
54	53	209	209	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	885									82		
54	53	211	211	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	886											
54	53	209	209	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	887									83		
54	53	211	211	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	888											
54	53	209	209	4.0		0	0	Chord	4/4	4	1	1			1	1	889											
55	54	213	213	1.5		0	0	Chord	4/4	1	1	3/8			1/4	3/2	890									84		
55	54	429/2	429/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	891									84		
55	54	1717/8	1717/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	892									84		
55	54	859/4	859/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	893									84		
55	54	1719/8	1719/8	0.0625		15/32	15/32	Chord	4/4	1	1	1/64			1/64	1	894									84		
55	54	3439/16	3439/16	0.0625		31/64	31/64	Chord	4/4	1	1	1/64			1/64	1	895											
55	54	215	215	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	896		articStaccatoAbove									
55	54	216	216	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	897									85		
55	54	433/2	433/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	898											
55	54	213	213	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	899											
55	54	216	216	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	900											
55	54	213	213	4.0		0	0	Chord	4/4	3	1	1			1	1	901											
55	54	213	213	4.0		0	0	Chord	4/4	4	1	1			1	1	902											
56	55	217	217	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	903									86		
56	55	435/2	435/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	904									86		
56	55	218	218	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	905									86		
56	55	437/2	437/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	906									86		
56	55	219	219	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	907											
56	55	220	220	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	908											
56	55	220	220	0.75		3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	909											
56	55	883/4	883/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	910											
56	55	217	217	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	911									87		
56	55	218	218	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	912									87		
56	55	219	219	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	913									87		
56	55	220	220	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	914											
56	55	217	217	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	915									88		
56	55	218	218	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	916									88		
56	55	219	219	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	917									88		
56	55	220	220	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	918											
56	55	217	217	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	919											
56	55	219	219	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	920											
56	55	220	220	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	921											
57	56	221	221	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	922											
57	56	221	221	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	923											
57	56	221	221	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	924											
57	56	443/2	443/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	925											
57	56	222	222	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	926											
57	56	445/2	445/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	927											
57	56	223	223	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	928											
57	56	221	221	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	929											
58	57	226	226	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	930									89		
58	57	453/2	453/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	931									89		
58	57	227	227	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	932											
58	57	228	228	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	933											
58	57	226	226	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	934									90		
58	57	453/2	453/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	935									90		
58	57	227	227	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	936											
58	57	228	228	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	937											
58	57	225	225	2.0		0	0	Chord	4/4	3	1	1/2		r8	1/2	1	938											
58	57	227	227	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	939											
58	57	226	226	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	940									91		
58	57	453/2	453/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	941									91		
58	57	227	227	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	942											
58	57	228	228	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	943											
59	58	229	229	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	944									92		
59	58	231	231	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	945		articStaccatoAbove									
59	58	232	232	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	946									93		
59	58	465/2	465/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	947											
59	58	229	229	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	948									94		
59	58	231	231	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	949		articStaccatoAbove									
59	58	232	232	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	950									95		
59	58	465/2	465/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	951											
59	58	229	229	2.0		0	0	Chord	4/4	3	1	1/2		r8	1/2	1	952											
59	58	231	231	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	953											
59	58	229	229	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	954									96		
59	58	231	231	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	955		articStaccatoAbove									
59	58	232	232	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	956									97		
59	58	465/2	465/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	957											
60	59	233	233	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	958									98		
60	59	234	234	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	959											
60	59	235	235	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	960									99		
60	59	233	233	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	961									100		
60	59	234	234	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	962											
60	59	235	235	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	963									101		
60	59	233	233	2.0		0	0	Chord	4/4	3	1	1/2		r8	1/2	1	964											
60	59	235	235	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	965											
60	59	233	233	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	966									102		
60	59	234	234	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	967											
60	59	235	235	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	968									103		
61	60	237	237	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	969		articStaccatoAbove									
61	60	238	238	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	970									104		
61	60	477/2	477/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	971											
61	60	239	239	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	972											
61	60	240	240	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	973									105		
61	60	481/2	481/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	974											
61	60	237	237	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	975		articStaccatoAbove									
61	60	238	238	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	976									106		
61	60	477/2	477/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	977											
61	60	239	239	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	978											
61	60	240	240	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	979									107		
61	60	481/2	481/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	980											
61	60	237	237	2.0		0	0	Chord	4/4	3	1	1/2		r8	1/2	1	981											
61	60	239	239	2.0		1/2	1/2	Chord	4/4	3	1	1/2		r8	1/2	1	982											
61	60	237	237	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	983		articStaccatoAbove									
61	60	238	238	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	984									108		
61	60	477/2	477/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	985											
61	60	239	239	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	986									109		
61	60	479/2	479/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	987											
61	60	240	240	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	988									110		
61	60	481/2	481/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	989											
62	61	241	241	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	990											
62	61	242	242	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	991									111		
62	61	485/2	485/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	992											
62	61	243	243	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	993											
62	61	244	244	0.0		3/4	3/4	Dynamic	4/4	1	1	0						pp										
62	61	244	244	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	994									112		
62	61	489/2	489/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	995											
62	61	241	241	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	996											
62	61	242	242	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	997									113		
62	61	485/2	485/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	998											
62	61	243	243	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	999											
62	61	244	244	0.0		3/4	3/4	Dynamic	4/4	2	1	0						pp										
62	61	244	244	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1000									114		
62	61	489/2	489/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1001											
62	61	241	241	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	1002											
62	61	483/2	483/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1003											
62	61	242	242	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1004											
62	61	485/2	485/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1005											
62	61	243	243	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1006											
62	61	241	241	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	1007									115		
62	61	483/2	483/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1008									115		
62	61	242	242	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1009									115		
62	61	485/2	485/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1010											
62	61	243	243	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1011									116		
62	61	487/2	487/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1012											
63	62	245	245	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	1013									117		
63	62	491/2	491/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1014											
63	62	246	246	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1015									118		
63	62	493/2	493/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1016											
63	62	247	247	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1017									119		
63	62	495/2	495/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1018											
63	62	248	248	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1019									120		
63	62	497/2	497/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1020											
63	62	245	245	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	1021									121		
63	62	491/2	491/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1022											
