mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
17	17	263/4	263/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	263										
17	17	66	66	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	264										
17	17	67	67	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	265										
17	17	271/4	271/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	266										
17	17	64	64	0.0	0	0	Dynamic	2/2	4	1	0						p									
17	17	64	64	4.0	0	0	Chord	2/2	4	1	1			1	1	267										
18	18	68	68	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	268									24	
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	269									24	
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	270									24	
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	271										
18	18	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	272										
18	18	68	68	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	273										
18	18	69	69	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	274										
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	275										
18	18	70	70	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	276		articStaccatoBelow								
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	277									25	
18	18	71	71	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	278									25	
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	279										
18	18	68	68	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	280										
18	18	69	69	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	281										
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	282										
18	18	70	70	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	283		articStaccatoBelow								
18	18	141/2	141/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	284									26	
18	18	71	71	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	285									26	
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	286										
18	18	68	68	4.0	0	0	Chord	2/2	4	1	1			1	1	287										
19	19	73	73	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	288										
19	19	293/4	293/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	289									27	
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	290									27	
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	291										
19	19	74	74	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	292									28	
19	19	297/4	297/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	293									28	
19	19	149/2	149/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	294									28	
19	19	299/4	299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	295										
19	19	75	75	0.125	3/4	3/4	Chord	2/2	1	1	1/32			1/32	1	296									29	
19	19	601/8	601/8	0.125	25/32	25/32	Chord	2/2	1	1	1/32			1/32	1	297									29	
19	19	301/4	301/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32			1/32	1	298									29	
19	19	603/8	603/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32			1/32	1	299										
19	19	151/2	151/2	0.125	7/8	7/8	Chord	2/2	1	1	1/32			1/32	1	300									30	
19	19	605/8	605/8	0.125	29/32	29/32	Chord	2/2	1	1	1/32			1/32	1	301									30	
19	19	303/4	303/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32			1/32	1	302									30	
19	19	607/8	607/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32			1/32	1	303										
19	19	72	72	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	304										
19	19	73	73	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	305										
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	306										
19	19	74	74	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	307										
19	19	75	75	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	308										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	309										
19	19	72	72	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	310										
19	19	73	73	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	311										
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	312										
19	19	74	74	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	313										
19	19	75	75	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	314										
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	315										
19	19	72	72	4.0	0	0	Chord	2/2	4	1	1			1	1	316										
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	317									31	
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	318									31	
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	319									31	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	320										
20	20	78	78	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	321										
20	20	76	76	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	322										
20	20	77	77	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	323										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	324										
20	20	78	78	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	325		articStaccatoBelow								
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	326									32	
20	20	79	79	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	327									32	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	328										
20	20	76	76	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	329										
20	20	77	77	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	330										
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	331										
20	20	78	78	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	332		articStaccatoBelow								
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	333									33	
20	20	79	79	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	334									33	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	335										
20	20	76	76	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	336										
20	20	78	78	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	337									34	
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	338									34	
20	20	79	79	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	339									34	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	340										
21	21	80	80	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	341										
21	21	81	81	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	342										
21	21	327/4	327/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	343										
21	21	82	82	0.0	1/2	1/2	Dynamic	2/2	1	1	0						f									
21	21	82	82	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	344										
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	345										
21	21	82	82	0.0	1/2	1/2	Dynamic	2/2	2	1	0						f									
21	21	82	82	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	346										
21	21	83	83	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	347										
21	21	335/4	335/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	348										
21	21	80	80	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	349										
21	21	82	82	0.0	1/2	1/2	Dynamic	2/2	3	1	0						f									
21	21	82	82	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	350										
21	21	83	83	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	351										
21	21	335/4	335/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	352										
21	21	80	80	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	353										
21	21	331/4	331/4	0.0	11/16	11/16	Dynamic	2/2	4	1	0						ff									
21	21	331/4	331/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	354		articStaccatoAbove								
21	21	83	83	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	355		articStaccatoAbove								
21	21	335/4	335/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	356		articStaccatoAbove								
22	22	84	84	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	357										
22	22	169/2	169/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	358										
22	22	169/2	169/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	359										
22	22	169/2	169/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	360										
22	22	169/2	169/2	0.375	1/8	1/8	Chord	2/2	1	1	3/32			1/16	3/2	361										
22	22	679/8	679/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32			1/32	1	362										
22	22	85	85	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	363										
22	22	171/2	171/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	364										
22	22	171/2	171/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	365										
22	22	171/2	171/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	366										
22	22	171/2	171/2	0.375	3/8	3/8	Chord	2/2	1	1	3/32			1/16	3/2	367										
22	22	687/8	687/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32			1/32	1	368										
22	22	86	86	0.0	1/2	1/2	Spanner	2/2	1	1	0															0
22	22	86	86	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	369										0
22	22	84	84	0.75	0	0	Chord	2/2	2	1	3/16			1/8	3/2	370										
22	22	339/4	339/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	371										
22	22	85	85	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	372										
22	22	343/4	343/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	373										
22	22	86	86	0.0	1/2	1/2	Spanner	2/2	2	1	0															1
22	22	86	86	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	374										1
22	22	84	84	0.75	0	0	Chord	2/2	3	1	3/16			1/8	3/2	375										
22	22	339/4	339/4	0.25	3/16	3/16	Chord	2/2	3	1	1/16			1/16	1	376										
22	22	85	85	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	377										
22	22	343/4	343/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	378										
22	22	86	86	0.0	1/2	1/2	Spanner	2/2	3	1	0															2
22	22	86	86	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	379										2
22	22	84	84	0.75	0	0	Chord	2/2	4	1	3/16			1/8	3/2	380		articStaccatoAbove								
22	22	339/4	339/4	0.25	3/16	3/16	Chord	2/2	4	1	1/16			1/16	1	381		articStaccatoAbove								
22	22	85	85	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	382		articStaccatoBelow								
22	22	343/4	343/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	383		articStaccatoBelow								
22	22	86	86	0.0	1/2	1/2	Spanner	2/2	4	1	0															3
22	22	86	86	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	384										3
23	23	88	88	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""6.4""/><i>perdendosi</i>"							
23	23	88	88	0.0	0	0	Spanner	2/2	1	1	0															
23	23	88	88	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	385									35	
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	386									35	
23	23	89	89	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	387									35	
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	388										
23	23	90	90	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	389									36	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	390									36	
23	23	91	91	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	391									36	
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	392										
23	23	88	88	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""6.4""/><i>perdendosi</i>"							
23	23	88	88	0.0	0	0	Spanner	2/2	2	1	0															
23	23	88	88	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	393									37	
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	394									37	
23	23	89	89	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	395									37	
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	396										
23	23	90	90	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	397									38	
23	23	181/2	181/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	398									38	
23	23	91	91	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	399									38	
23	23	183/2	183/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	400										
23	23	88	88	0.0	0	0	Spanner	2/2	3	1	0															
23	23	88	88	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	401										
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	3	1	0						p									
23	23	90	90	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	402										
23	23	91	91	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	403										
23	23	88	88	0.0	0	0	Spanner	2/2	4	1	0															
23	23	88	88	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	404										
23	23	90	90	0.0	1/2	1/2	Dynamic	2/2	4	1	0						p									
23	23	90	90	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	405										
23	23	91	91	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	406										
24	24	92	92	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	407									39	
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	408									39	
24	24	94	94	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	409		articStaccatoAbove								
24	24	92	92	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	410									40	
24	24	94	94	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	411		articStaccatoAbove								
24	24	92	92	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	412									41	
24	24	94	94	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	413		articStaccatoBelow								
24	24	92	92	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	414									42	
24	24	94	94	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	415		articStaccatoBelow								
25	25	96	96	0.0	0	0	Dynamic	2/2	1	1	0						f									
25	25	96	96	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	416										
25	25	97	97	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	417										
25	25	391/4	391/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	418										
25	25	98	98	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	419										
25	25	98	98	0.0	1/2	1/2	Dynamic	2/2	2	1	0						f									
25	25	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	420										
25	25	99	99	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	421										
25	25	399/4	399/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	422										
25	25	98	98	0.0	1/2	1/2	Dynamic	2/2	3	1	0						f									
25	25	98	98	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	423										
25	25	99	99	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	424										
25	25	399/4	399/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	425										
25	25	395/4	395/4	0.0	11/16	11/16	Dynamic	2/2	4	1	0						ff									
25	25	395/4	395/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	426		articStaccatoAbove								
25	25	99	99	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	427		articStaccatoAbove								
25	25	399/4	399/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	428		articStaccatoAbove								
26	26	100	100	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	429										
26	26	201/2	201/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	430										
26	26	201/2	201/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	431										
26	26	201/2	201/2	0.0	1/8	1/8	Chord	2/2	1	1	0	grace16		1/16	1	432										
26	26	201/2	201/2	0.375	1/8	1/8	Chord	2/2	1	1	3/32			1/16	3/2	433										
26	26	807/8	807/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32			1/32	1	434										
26	26	101	101	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	435										
26	26	203/2	203/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	436										
26	26	203/2	203/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	437										
26	26	203/2	203/2	0.0	3/8	3/8	Chord	2/2	1	1	0	grace16		1/16	1	438										
26	26	203/2	203/2	0.375	3/8	3/8	Chord	2/2	1	1	3/32			1/16	3/2	439										
26	26	815/8	815/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32			1/32	1	440										
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	1	1	0															4
26	26	102	102	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	441										4
26	26	100	100	0.75	0	0	Chord	2/2	2	1	3/16			1/8	3/2	442										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	443										
26	26	101	101	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	444										
26	26	407/4	407/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	445										
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	2	1	0															5
26	26	102	102	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	446										5
26	26	100	100	0.75	0	0	Chord	2/2	3	1	3/16			1/8	3/2	447										
26	26	403/4	403/4	0.25	3/16	3/16	Chord	2/2	3	1	1/16			1/16	1	448										
26	26	101	101	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	449										
26	26	407/4	407/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	450										
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	3	1	0															6
26	26	102	102	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	451										6
26	26	100	100	0.75	0	0	Chord	2/2	4	1	3/16			1/8	3/2	452		articStaccatoAbove								
26	26	403/4	403/4	0.25	3/16	3/16	Chord	2/2	4	1	1/16			1/16	1	453		articStaccatoAbove								
26	26	101	101	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	454		articStaccatoBelow								
26	26	407/4	407/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	455		articStaccatoBelow								
26	26	102	102	0.0	1/2	1/2	Spanner	2/2	4	1	0															7
26	26	102	102	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	456										7
27	27	104	104	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""8.5""/><b><i>r</i></b>"							
27	27	104	104	0.0	0	0	Dynamic	2/2	1	1	0						f									
27	27	104	104	0.0	0	0	Spanner	2/2	1	1	0															
27	27	104	104	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	457										
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	458									43	
27	27	105	105	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	459									43	
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	460										
27	27	106	106	0.0	1/2	1/2	StaffText	2/2	1	1	0								"<font size=""8.5""/><b><i>r</i></b>"							
27	27	106	106	0.0	1/2	1/2	Dynamic	2/2	1	1	0						f									
27	27	106	106	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	461										
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	462									44	
27	27	107	107	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	463									44	
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	464										
27	27	104	104	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""8.5""/><b><i>r</i></b>"							
27	27	104	104	0.0	0	0	Dynamic	2/2	2	1	0						f									
27	27	104	104	0.0	0	0	Spanner	2/2	2	1	0															
27	27	104	104	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	465										
27	27	209/2	209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	466									45	
27	27	105	105	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	467									45	
27	27	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	468										
27	27	106	106	0.0	1/2	1/2	StaffText	2/2	2	1	0								"<font size=""8.5""/><b><i>r</i></b>"							
27	27	106	106	0.0	1/2	1/2	Dynamic	2/2	2	1	0						f									
27	27	106	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	469										
27	27	213/2	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	470									46	
27	27	107	107	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	471									46	
27	27	215/2	215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	472										
27	27	104	104	0.0	0	0	Spanner	2/2	3	1	0															
27	27	104	104	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	473										
27	27	104	104	0.0	0	0	Spanner	2/2	4	1	0															
27	27	104	104	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	474										
28	28	108	108	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""6.4""/><i>cresc.</i>"							
28	28	108	108	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	475										
28	28	110	110	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	476										
28	28	108	108	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""6.4""/><i>cresc.</i>"							
28	28	108	108	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	477										
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	478										
28	28	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	479										
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	480										
28	28	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	481										
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	482										
28	28	111	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	483										
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	484										
28	28	108	108	0.0	0	0	StaffText	2/2	3	1	0								"<font size=""6.4""/><i>cresc.</i>"							
28	28	108	108	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	485										
28	28	217/2	217/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	486										
28	28	109	109	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	487										
28	28	219/2	219/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	488										
28	28	110	110	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	489										
28	28	221/2	221/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	490										
28	28	111	111	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	491										
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	492										
28	28	108	108	0.0	0	0	StaffText	2/2	4	1	0								"<font size=""6.4""/><i>cresc.</i>"							
28	28	108	108	2.0	0	0	Chord	2/2	4	1	1/2		r8	1/2	1	493										
28	28	110	110	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r8	1/2	1	494										
29	29	112	112	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	495										
29	29	114	114	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	496										
29	29	112	112	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	497										
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	498										
29	29	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	499										
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	500										
29	29	114	114	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	501										
29	29	229/2	229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	502										
29	29	115	115	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	503										
29	29	231/2	231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	504										
29	29	112	112	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	505										
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	506										
29	29	113	113	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	507										
29	29	227/2	227/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	508										
29	29	114	114	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r8	1/2	1	509										
29	29	112	112	2.0	0	0	Chord	2/2	4	1	1/2		r8	1/2	1	510										
29	29	114	114	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r8	1/2	1	511										
30	30	116	116	0.0	0	0	Dynamic	2/2	1	1	0						p									
30	30	116	116	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	512									47	
30	30	465/4	465/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	513									47	
30	30	233/2	233/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	514									47	
30	30	467/4	467/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	515										
