mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
73	73	290	290	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1328										
73	73	288	288	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1329										
73	73	290	290	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	1330										
73	73	288	288	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1331									137	
73	73	290	290	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	1332									137	
74	74	292	292	0.0	0	0	Chord	2/2	1	1	0	appoggiatura		1/8	1	1333										
74	74	292	292	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1334										
74	74	293	293	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	1335										
74	74	295	295	0.0	3/4	3/4	Chord	2/2	1	1	0	appoggiatura		1/8	1	1336										
74	74	295	295	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1337										
74	74	292	292	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1338										
74	74	293	293	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	1339									140	
74	74	295	295	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1340										
74	74	292	292	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1341										
74	74	293	293	2.0	1/4	1/4	Chord	2/2	3	1	1/2			1/2	1	1342										
74	74	295	295	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1343										
74	74	292	292	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1344									137	
74	74	294	294	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	1345										
75	75	296	296	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1346										
75	75	296	296	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1347										
75	75	296	296	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1348										
75	75	297	297	0.0	1/4	1/4	Dynamic	2/2	3	1	0						ff									
75	75	297	297	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1349										
75	75	1191/4	1191/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1350										
75	75	298	298	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1351										
75	75	299	299	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	1352										
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	1353										
75	75	296	296	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1354										
75	75	297	297	0.0	1/4	1/4	Dynamic	2/2	4	1	0						ff									
75	75	297	297	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	1355										
75	75	1191/4	1191/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	1356										
75	75	298	298	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1357										
75	75	299	299	0.75	3/4	3/4	Chord	2/2	4	1	3/16			1/8	3/2	1358										
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	1359										
76	76	301	301	0.0	1/4	1/4	Dynamic	2/2	1	1	0						p									
76	76	301	301	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1360										
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1361										
76	76	302	302	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1362										
76	76	301	301	0.0	1/4	1/4	Dynamic	2/2	2	1	0						p									
76	76	301	301	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1363										
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1364										
76	76	302	302	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1365										
76	76	300	300	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1366										
76	76	303	303	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1367									141	
76	76	300	300	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1368										
76	76	303	303	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	1369									142	
77	77	305	305	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	1370									143	
77	77	307	307	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1371										
77	77	305	305	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	1372									144	
77	77	307	307	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1373										
77	77	304	304	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1374										
77	77	304	304	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	1375										
78	78	308	308	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1376									145	
78	78	617/2	617/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1377										
78	78	309	309	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	1378									146	
78	78	311	311	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1379										
78	78	308	308	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1380									147	
78	78	617/2	617/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1381										
78	78	309	309	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	1382										
78	78	311	311	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1383										
78	78	309	309	0.0	1/4	1/4	Dynamic	2/2	3	1	0						p									
78	78	309	309	2.0	1/4	1/4	Chord	2/2	3	1	1/2			1/2	1	1384										
78	78	311	311	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1385										
78	78	623/2	623/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1386										
79	79	312	312	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1387									148	
79	79	625/2	625/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1388										
79	79	313	313	0.0	1/4	1/4	Dynamic	2/2	1	1	0						other-dynamics									
79	79	313	313	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	1389										
79	79	315	315	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1390									149	
79	79	631/2	631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1391										
79	79	312	312	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1392									150	
79	79	625/2	625/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1393										
79	79	313	313	0.0	1/4	1/4	Dynamic	2/2	2	1	0						other-dynamics									
79	79	313	313	2.0	1/4	1/4	Chord	2/2	2	1	1/2			1/2	1	1394										
79	79	315	315	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1395										
79	79	631/2	631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1396										
79	79	312	312	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	1397										
79	79	315	315	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1398									151	
79	79	315	315	0.0	3/4	3/4	Dynamic	2/2	4	1	0						p									
79	79	315	315	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	1399										
80	80	316	316	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1400										
80	80	317	317	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1401									152	
80	80	318	318	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1402									152	
80	80	319	319	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1403										
80	80	316	316	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1404									153	
80	80	317	317	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	1405									153	
80	80	318	318	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1406									153	
80	80	319	319	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	1407										
80	80	316	316	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1408										
80	80	317	317	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	1409										
80	80	318	318	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1410										
80	80	319	319	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	1411										
80	80	316	316	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1412									154	
80	80	317	317	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	1413									154	
80	80	318	318	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1414									154	
80	80	319	319	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	1415										
81	81	320	320	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1416									155	
81	81	961/3	961/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1417									155	
81	81	962/3	962/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1418										
81	81	321	321	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1419									156	
81	81	964/3	964/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1420									156	
81	81	965/3	965/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1421										
81	81	322	322	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1422									157	
81	81	967/3	967/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1423										
81	81	968/3	968/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1424		articStaccatoAbove								
81	81	323	323	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1425		articStaccatoAbove								
81	81	970/3	970/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1426		articStaccatoAbove								
81	81	971/3	971/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1427		articStaccatoAbove								
81	81	320	320	4.0	0	0	Chord	2/2	2	1	1			1	1	1428										
81	81	320	320	4.0	0	0	Chord	2/2	3	1	1			1	1	1429										
81	81	320	320	4.0	0	0	Chord	2/2	4	1	1			1	1	1430										
82	82	324	324	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1431									158	
82	82	973/3	973/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1432									158	
82	82	974/3	974/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1433										
82	82	325	325	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1434									159	
82	82	976/3	976/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1435									159	
82	82	977/3	977/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1436										
82	82	326	326	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1437									160	
82	82	979/3	979/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1438									160	
82	82	980/3	980/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1439										
82	82	327	327	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1440		articStaccatoAbove								
82	82	982/3	982/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1441		articStaccatoAbove								
82	82	983/3	983/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1442		articStaccatoAbove								
82	82	324	324	4.0	0	0	Chord	2/2	2	1	1			1	1	1443										
82	82	324	324	4.0	0	0	Chord	2/2	3	1	1			1	1	1444										
82	82	324	324	4.0	0	0	Chord	2/2	4	1	1			1	1	1445										
83	83	985/3	985/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1446									161	
83	83	986/3	986/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1447										
83	83	329	329	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1448									162	
83	83	988/3	988/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1449										
83	83	989/3	989/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1450		articStaccatoAbove								
83	83	991/3	991/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1451									163	
83	83	992/3	992/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1452										
83	83	331	331	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1453									164	
83	83	994/3	994/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1454										
83	83	995/3	995/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1455		articStaccatoAbove								
83	83	328	328	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1456										
83	83	330	330	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1457										
83	83	328	328	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1458										
83	83	330	330	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1459										
83	83	328	328	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1460										
83	83	330	330	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1461										
84	84	997/3	997/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1462									165	
84	84	998/3	998/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1463										
84	84	333	333	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1464		articStaccatoAbove								
84	84	1000/3	1000/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1465									166	
84	84	1001/3	1001/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1466										
84	84	334	334	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1467									167	
84	84	1003/3	1003/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1468									167	
84	84	1004/3	1004/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1469										
84	84	335	335	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1470									168	
84	84	1006/3	1006/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1471									168	
84	84	1007/3	1007/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1472										
84	84	332	332	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1473										
84	84	332	332	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1474										
84	84	332	332	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1475										
85	85	336	336	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1476									169	
85	85	1009/3	1009/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1477										
85	85	1010/3	1010/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1478		articStaccatoAbove								
85	85	337	337	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1479									170	
85	85	1012/3	1012/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1480										
85	85	1013/3	1013/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1481		articStaccatoAbove								
85	85	338	338	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1482									171	
85	85	1015/3	1015/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1483										
85	85	1016/3	1016/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1484		articStaccatoAbove								
85	85	339	339	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1485									172	
85	85	1018/3	1018/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1486										
85	85	1019/3	1019/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1487		articStaccatoAbove								
85	85	336	336	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1488										
85	85	338	338	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1489										
85	85	336	336	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1490										
85	85	338	338	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1491										
85	85	336	336	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1492										
85	85	338	338	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1493										
86	86	1021/3	1021/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1494									173	
86	86	1022/3	1022/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1495										
86	86	341	341	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1496									174	
86	86	1024/3	1024/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1497									174	
86	86	1025/3	1025/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1498									174	
86	86	342	342	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1499									174	
86	86	1027/3	1027/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1500									174	
86	86	1028/3	1028/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1501									174	
86	86	343	343	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1502									174	
86	86	1030/3	1030/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1503									174	
86	86	1031/3	1031/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1504										
86	86	340	340	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1505										
86	86	340	340	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1506										
86	86	340	340	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1507										
87	87	344	344	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1508									175	
87	87	1033/3	1033/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1509										
87	87	1034/3	1034/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1510		articStaccatoBelow								
87	87	345	345	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1511									176	
87	87	1036/3	1036/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1512										
87	87	1037/3	1037/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1513		articStaccatoAbove								
87	87	346	346	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1514									177	
87	87	1039/3	1039/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1515										
87	87	1040/3	1040/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1516		articStaccatoBelow								
87	87	347	347	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1517									178	
87	87	1042/3	1042/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1518										
87	87	1043/3	1043/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1519		articStaccatoAbove								
87	87	344	344	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1520										
87	87	346	346	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1521										
87	87	344	344	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1522										
87	87	346	346	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1523										
87	87	344	344	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1524										
87	87	346	346	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1525										
88	88	1045/3	1045/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1526									179	
88	88	1046/3	1046/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1527										
88	88	349	349	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1528									180	
88	88	1048/3	1048/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1529									180	
88	88	1049/3	1049/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1530									180	
88	88	350	350	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1531									180	
88	88	1051/3	1051/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1532									180	
88	88	1052/3	1052/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1533									180	
88	88	351	351	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1534									180	
88	88	1054/3	1054/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1535									180	
88	88	1055/3	1055/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1536										
88	88	348	348	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1537										
88	88	348	348	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1538										
88	88	348	348	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1539										
89	89	352	352	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1540									181	
89	89	1057/3	1057/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1541										
89	89	1058/3	1058/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1542		articStaccatoBelow								
89	89	353	353	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1543									182	
89	89	1060/3	1060/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1544										
89	89	1061/3	1061/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1545		articStaccatoBelow								
89	89	354	354	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1546									183	
89	89	1063/3	1063/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1547										
89	89	1064/3	1064/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1548		articStaccatoBelow								
89	89	355	355	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1549									184	
89	89	1066/3	1066/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1550										
89	89	1067/3	1067/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1551		articStaccatoBelow								
89	89	352	352	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1552										
89	89	354	354	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1553										
89	89	352	352	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1554										
89	89	354	354	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1555										
89	89	352	352	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1556										
89	89	354	354	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1557										
90	90	356	356	0.3333333333333333	0	0	Chord	2/2	1	1	1/12			1/8	2/3	1558									185	
90	90	1069/3	1069/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1559									185	
90	90	1070/3	1070/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1560										
90	90	357	357	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1561									186	
90	90	1072/3	1072/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1562									186	
90	90	1073/3	1073/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1563										
90	90	358	358	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1564									187	
90	90	1075/3	1075/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1565									187	
90	90	1076/3	1076/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1566										
90	90	359	359	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1567									188	
90	90	1078/3	1078/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1568									188	
90	90	1079/3	1079/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1569										
90	90	356	356	0.0	0	0	Spanner	2/2	2	1	0															8
90	90	356	356	4.0	0	0	Chord	2/2	2	1	1			1	1	1570									189	8
90	90	356	356	0.0	0	0	Spanner	2/2	3	1	0															9
90	90	356	356	4.0	0	0	Chord	2/2	3	1	1			1	1	1571										9
90	90	356	356	0.0	0	0	Spanner	2/2	4	1	0															10
90	90	356	356	4.0	0	0	Chord	2/2	4	1	1			1	1	1572										10
91	91	1081/3	1081/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12			1/8	2/3	1573										
91	91	1082/3	1082/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12			1/8	2/3	1574										
91	91	361	361	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12			1/8	2/3	1575										
91	91	1084/3	1084/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12			1/8	2/3	1576										
91	91	1085/3	1085/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12			1/8	2/3	1577										
91	91	362	362	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12			1/8	2/3	1578										
91	91	1087/3	1087/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12			1/8	2/3	1579										
91	91	1088/3	1088/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12			1/8	2/3	1580										
91	91	363	363	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12			1/8	2/3	1581										
91	91	1090/3	1090/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12			1/8	2/3	1582										
91	91	1091/3	1091/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12			1/8	2/3	1583										
91	91	360	360	0.0	0	0	Spanner	2/2	2	1	0															
91	91	360	360	0.0	0	0	Spanner	2/2	2	1	0															11
91	91	360	360	4.0	0	0	Chord	2/2	2	1	1			1	1	1584										11
